10178,1.2.0.0/16,"(10178, 3786, 11164, 10886, 27)"
10178,1.2.3.0/24,"(10178, 3786, 2152, 25)"
10179,1.2.0.0/16,"(10179, 3786, 11164, 10886, 27)"
10179,1.2.3.0/24,"(10179, 3786, 2152, 25)"
1018,1.2.0.0/16,"(1018, 35471, 12778, 6939, 52025, 42, 10886, 27)"
1018,1.2.3.0/24,"(1018, 35471, 12778, 6939, 4826, 198949, 396450, 2152, 25)"
10180,1.2.0.0/16,"(10180, 3786, 11164, 10886, 27)"
10180,1.2.3.0/24,"(10180, 3786, 2152, 25)"
10183,1.2.0.0/16,"(10183, 3786, 11164, 10886, 27)"
10183,1.2.3.0/24,"(10183, 3786, 2152, 25)"
10184,1.2.0.0/16,"(10184, 3786, 11164, 10886, 27)"
10184,1.2.3.0/24,"(10184, 3786, 2152, 25)"
10185,1.2.0.0/16,"(10185, 3786, 11164, 10886, 27)"
10185,1.2.3.0/24,"(10185, 3786, 2152, 25)"
10186,1.2.0.0/16,"(10186, 4766, 4651, 13335, 20473, 52025, 42, 10886, 27)"
10186,1.2.3.0/24,"(10186, 4766, 4651, 13335, 15830, 198949, 396450, 2152, 25)"
10187,1.2.0.0/16,"(10187, 3786, 11164, 10886, 27)"
10187,1.2.3.0/24,"(10187, 3786, 2152, 25)"
10188,1.2.0.0/16,"(10188, 9318, 15830, 20473, 52025, 42, 10886, 27)"
10188,1.2.3.0/24,"(10188, 9318, 15830, 198949, 396450, 2152, 25)"
10189,1.2.0.0/16,"(10189, 3786, 11164, 10886, 27)"
10189,1.2.3.0/24,"(10189, 3786, 2152, 25)"
1019,1.2.0.0/16,"(1019, 3356, 10886, 27)"
1019,1.2.3.0/24,"(1019, 3356, 2152, 25)"
10190,1.2.0.0/16,"(10190, 3786, 11164, 10886, 27)"
10190,1.2.3.0/24,"(10190, 3786, 2152, 25)"
10191,1.2.0.0/16,"(10191, 9318, 15830, 20473, 52025, 42, 10886, 27)"
10191,1.2.3.0/24,"(10191, 9318, 15830, 198949, 396450, 2152, 25)"
10192,1.2.0.0/16,"(10192, 3786, 11164, 10886, 27)"
10192,1.2.3.0/24,"(10192, 3786, 2152, 25)"
10193,1.2.0.0/16,"(10193, 9848, 6939, 52025, 42, 10886, 27)"
10193,1.2.3.0/24,"(10193, 9848, 9002, 198949, 396450, 2152, 25)"
10194,1.2.0.0/16,"(10194, 3786, 11164, 10886, 27)"
10194,1.2.3.0/24,"(10194, 3786, 2152, 25)"
10195,1.2.0.0/16,"(10195, 10099, 7545, 20473, 52025, 42, 10886, 27)"
10195,1.2.3.0/24,"(10195, 10099, 4837, 9873, 13335, 15830, 198949, 396450, 2152, 25)"
10196,1.2.0.0/16,"(10196, 3786, 11164, 10886, 27)"
10196,1.2.3.0/24,"(10196, 3786, 2152, 25)"
10197,1.2.0.0/16,"(10197, 3786, 11164, 10886, 27)"
10197,1.2.3.0/24,"(10197, 3786, 2152, 25)"
10198,1.2.0.0/16,"(10198, 3786, 11164, 10886, 27)"
10198,1.2.3.0/24,"(10198, 3786, 2152, 25)"
10199,1.2.0.0/16,"(10199, 4755, 20473, 52025, 42, 10886, 27)"
10199,1.2.3.0/24,"(10199, 4755, 198949, 396450, 2152, 25)"
102,1.2.0.0/16,"(102, 6223, 209, 174, 10886, 27)"
102,1.2.3.0/24,"(102, 6223, 209, 3356, 2152, 25)"
10200,1.2.0.0/16,"(10200, 45177, 6939, 52025, 42, 10886, 27)"
10200,1.2.3.0/24,"(10200, 45177, 4648, 198949, 396450, 2152, 25)"
10202,1.2.0.0/16,"(10202, 9304, 1828, 400587, 52025, 42, 10886, 27)"
10202,1.2.3.0/24,"(10202, 9304, 9318, 15830, 198949, 396450, 2152, 25)"
10204,1.2.0.0/16,"(10204, 6939, 52025, 42, 10886, 27)"
10204,1.2.3.0/24,"(10204, 6939, 4826, 198949, 396450, 2152, 25)"
10205,1.2.0.0/16,"(10205, 4515, 6939, 52025, 42, 10886, 27)"
10205,1.2.3.0/24,"(10205, 4515, 4637, 198949, 396450, 2152, 25)"
10206,1.2.0.0/16,"(10206, 4837, 9873, 13335, 20473, 52025, 42, 10886, 27)"
10206,1.2.3.0/24,"(10206, 4837, 9873, 13335, 15830, 198949, 396450, 2152, 25)"
10207,1.2.0.0/16,"(10207, 45577, 6939, 52025, 42, 10886, 27)"
